Rk,Player,,,Team,Conf,Min%,PRPG!,BPM,ORtg,D-Rtg,Usg,eFG,TS,OR,DR,Ast,TO,Blk,Stl,FTR,2P,,3P/100,3P,
3223,So,6-1,Olivia O'Meally,NJIT,AE,18.8,-0.2,-3,83,97.6,11.2,43.4,44.3,2.5,15.2,7.3,26.4,2.2,1.5,15.8,9-23,0.391,3.7,5-15,0.333
3224,So,5-7,Samaria Taylor,Furman,SC,20,-0.2,-5.2,77,94.9,16.5,35.4,40.3,6.3,7.8,4.8,23.5,0,3.6,60.4,14-43,0.326,1.3,2-5,0.4
3225,So,5-10,Nicole Carreno,North Florida,ASun,12,-0.2,-7.4,69.9,103,20.7,33.3,34.1,6.1,13.7,13.2,22.1,4.7,0.4,2.1,10-21,0.476,11.3,4-27,0.148
3226,Jr,6-1,Arizana Peaua,Weber St.,BSky,9.9,-0.2,-10.3,65.1,91.2,23.8,35.9,38.8,8.7,17.6,2,27.3,7.5,1.4,28.2,14-38,0.368,0.5,0-1,0
3227,So,6-4,Ajong Lual,Sacramento St.,BSky,6.4,-0.2,-5.6,63.8,89.5,13.6,36.4,40.6,12.6,15.2,0,43,7.7,1.5,27.3,4-11,0.364,0,0-0,0
3228,So,6-4,Osadebamwen Igbinedion Omoruyi,UTEP,CUSA,11.4,-0.2,-5.1,70.9,97.3,17.2,31.3,34.6,14.1,14.3,1.6,27.6,4.8,3,18.8,10-32,0.313,0,0-0,0
3229,Sr,6-2,Nalani Kaysia,Providence,BE,27.5,-0.2,-2.3,69.8,81.4,16.9,33.1,34,12.2,18.2,4.5,25.5,4.3,1.9,30.1,26-77,0.338,1,1-6,0.167
3230,Fr,5-11,Lauren Hillesheim,North Dakota,Sum,37.5,-0.2,-5.7,75.4,103.7,18.6,36.8,40.3,1.4,11.9,9.6,16.5,0.2,1.6,20.8,13-37,0.351,11.7,22-88,0.25
3231,So,6-0,Zyriah Price,Siena,MAAC,7.2,-0.2,-5.6,72.5,95,23.6,39.7,40.5,7.1,14.6,8,29.9,4.6,1.9,11.8,12-32,0.375,1.3,1-2,0.5
3232,Sr,5-11,Angena Belloso,Auburn,SEC,24.4,-0.2,-1.1,68.1,83.8,17.7,39.9,41.1,4.2,12,13,35.7,0,3,13,17-41,0.415,5.2,7-28,0.25
3233,Fr,5-11,Michaela Fairwell,UC San Diego,BW,11.1,-0.2,-5.3,68.6,87.9,22.6,30.2,36,1.5,15.6,10.1,20.6,1.6,3.1,35.4,7-24,0.292,9.3,5-24,0.208
3234,So,5-9,Aroa Mangas,South Alabama,SB,9.2,-0.2,-2.8,81.8,98.6,11.4,33.9,33.9,0.8,9.4,12.3,18.2,1.6,1.7,0,3-6,0.5,10.4,5-25,0.2
3235,Jr,6-2,Kate Robbins,Marist,MAAC,5.5,-0.2,-8,69.8,100.5,20.8,30,47,8.1,15.9,3.1,36.7,8.7,2.5,160,3-8,0.375,1.7,0-2,0
3236,Sr,6-0,Maddie Vejsicky,Akron,MAC,34.3,-0.2,-5.6,74.5,107.2,17.4,35.7,38.4,3.2,8,10.6,22.2,1.7,1.3,17.4,17-36,0.472,10.5,16-79,0.203
3237,Jr,6-6,Ariadna Termis,Georgia Tech,ACC,61.6,-0.2,2.3,79.5,85.5,12.3,38.5,40.8,1.3,9.9,15.7,25,2.9,0.9,8.9,35-67,0.522,6,17-90,0.189
3238,Fr,6-2,Lucia Moreno Tallon,UC Riverside,BW,16.6,-0.2,-5.1,79.7,96.4,11.9,40.5,42.6,6.1,12.5,2.1,21.7,5.9,1.4,10.8,15-29,0.517,2.3,0-8,0
3239,Jr,5-10,Yannie Chan,Iona,MAAC,8.4,-0.2,-7,77.9,103.3,16.5,55.6,56.9,10.8,7.5,2.1,41.7,2.9,1.7,27.8,7-11,0.636,4,2-7,0.286
3240,Jr,5-4,Mari Somvichian,Loyola Marymount,WCC,7.8,-0.2,-7.1,79.1,102.8,10.8,40,44.8,1.2,2.9,3.6,28.4,0,1.8,26.7,3-7,0.429,4.9,2-8,0.25
3241,Fr,5-0,Maya Sharvit,Cal Poly,BW,5.5,-0.2,-8.9,71.7,103.1,17.2,72.2,70.8,3.8,28.2,16.4,53.4,1.8,0.9,22.2,5-8,0.625,0.9,1-1,1
3242,Sr,6-1,Elena Houghton,Bucknell,Pat,26.3,-0.2,1,85.7,91,11.8,40.5,40.5,4.4,14.3,28.6,28.4,5.7,3.3,8.1,15-33,0.455,0.8,0-4,0
3243,So,6-0,Lila Posthuma,Bradley,MVC,8.6,-0.2,-4.3,77.9,94.5,14.9,37.5,37.5,6.8,10.7,6.5,20.8,0.9,2.6,25,0-4,0,10.3,6-20,0.3
3244,Sr,6-0,Kennedy Clifton,Rice,Amer,9.4,-0.2,-0.4,72.7,77.7,14.5,47.4,49.8,4.8,14.8,9.7,41.9,3.4,3.9,36.8,6-12,0.5,3,2-7,0.286
3245,Sr,5-11,Abbey Ferguson,Colgate,Pat,82.6,-0.2,-3.8,94.8,103.8,7.9,51.9,54.1,4.4,10.1,5.2,26.5,2.7,1.3,12,32-64,0.5,2.7,16-44,0.364
3246,Sr,5-7,D'Shantae Edwards,Southern,SWAC,42.7,-0.2,-2.9,78,89.2,17.4,26.8,37.8,5.9,7.5,12.7,23.1,0.4,5.2,59.2,29-103,0.282,2.3,3-22,0.136
3247,Fr,6-0,Zoey Rixter,Southeast Missouri S,OVC,47.6,-0.2,-1.6,88.7,93.3,10.1,44.2,44.8,6.8,18.1,5.5,20.4,2,2.6,36.4,31-70,0.443,0.7,2-7,0.286
3248,Jr,6-0,Jadyn Fife,Colorado St.,MWC,13.3,-0.2,-2.7,75.3,84.2,13.1,34.3,38.5,0,17.2,8.4,18.1,0.6,1.7,17.1,6-14,0.429,7.1,4-21,0.19
3249,Sr,6-0,Paige Martin,Stonehill,NEC,5.4,-0.2,-12.1,59.1,102.1,26.2,20,32,15,11,9.6,36.8,1.6,2.9,80,3-15,0.2,0,0-0,0
3250,Sr,5-11,Agar Farres Garcia,Manhattan,MAAC,71.1,-0.2,-1.8,83.4,92.6,14.3,37.8,40.4,12.7,19.5,14.3,25.7,1,3,40.8,56-145,0.386,0.5,1-7,0.143
3251,Sr,5-7,Hennessey Luu-Brown,Coastal Carolina,SB,11,-0.2,-3.9,75.7,95.9,13,66.7,66.7,1.5,3,14.6,52.2,0.9,3.2,0,6-11,0.545,2.8,4-7,0.571
3252,Sr,5-10,Zareia Chevre,Central Michigan,MAC,38.8,-0.2,0.4,82.8,90.8,12.7,37.3,40,4.2,13,13.7,28.2,1.2,1.8,31.6,25-66,0.379,1.6,3-13,0.231
3253,Sr,6-0,Mikaela Parris,Mount St. Mary's,MAAC,17.4,-0.2,-9.1,79.3,107,16.2,36.5,42.5,2.5,3.1,9.1,25.1,0,0.5,25,10-20,0.5,8.6,6-32,0.188
3254,Sr,6-2,Ella Van Weelden,Cleveland St.,Horz,25.5,-0.2,-2.4,83.4,92.8,12.4,40.3,40.7,4.6,14.1,7.5,22.5,1,2.1,5.6,5-10,0.5,10.2,16-62,0.258
3255,Fr,5-8,Jacklynn Hosier,Vermont,AE,35.1,-0.2,-3.1,81.7,91.6,13.7,42.5,47,3,7.8,7,29.7,0.9,1.7,24.7,16-46,0.348,3.8,10-27,0.37
3256,So,5-11,Mataeya Mathern,North Dakota,Sum,29.9,-0.2,-3.8,82.1,98.1,12.4,48.9,53.2,7.5,15.9,5.7,33.6,0.3,3.2,32.6,15-29,0.517,2.8,5-17,0.294
3257,Fr,5-10,Carrington Davis,UC Davis,BW,5.5,-0.2,-12.5,65.6,103.2,17.8,37.5,42.7,4.7,8.8,5.3,35.8,0,0,83.3,3-8,0.375,3.2,1-4,0.25
3258,Fr,6-1,Jazlyn Johnson,Alcorn St.,SWAC,16.3,-0.2,-4.7,75.3,98,16.1,41.3,40.6,4.2,14.4,4,19.5,0.6,1.3,9.6,5-22,0.227,9.5,11-30,0.367
3259,Jr,5-5,Alisha Nunley,Old Dominion,SB,8.8,-0.2,-7.5,62.4,91.1,20.1,25,28.1,3.6,4.3,0,17,0,4.9,8.3,6-29,0.207,9.3,4-19,0.211
3260,Sr,5-9,Hallie Majoros,UMKC,Sum,13.6,-0.2,-8.6,72.2,110.8,16.5,32.1,32.1,2.2,5.1,1.4,9.6,1.5,0.4,0,5-8,0.625,17.7,8-45,0.178
3261,Jr,6-0,Lauren Rust,Pittsburgh,ACC,59.2,-0.2,-3.4,77,96.5,16.4,38.9,41.7,7.8,17,9.9,27.6,1.5,1.9,16.7,63-159,0.396,0.2,0-3,0
3262,Fr,5-7,Emerie Bohanon,Central Arkansas,ASun,14.9,-0.2,-6.2,73.7,90.2,16.5,40.7,39.8,2.3,8.6,12.3,29.3,0,3.2,11.6,7-18,0.389,8.1,7-25,0.28
3263,Jr,5-9,Olivia Moore,South Dakota,Sum,7.2,-0.2,-4.6,75,96.1,12,33.3,32.9,2.4,5.8,9.7,15.5,1.1,1.2,22.2,3-6,0.5,7.4,2-12,0.167
3264,Fr,6-0,Kaliya Perry,Maryland Eastern Sho,MEAC,51.4,-0.2,-2.2,79.1,93.9,17,39.9,43.9,6.6,15.9,7.4,27.8,4.3,2.1,24.3,69-172,0.401,0.1,0-1,0
3265,Jr,5-7,Megen Sanaj,Illinois Chicago,MVC,10.2,-0.2,-6.5,80.5,100.3,13.1,42.3,43,3.6,15.2,1.3,20.9,1.5,0.9,26.9,5-11,0.455,6.8,4-15,0.267
3266,So,6-0,Faith Curry,Northern Arizona,BSky,11.2,-0.2,-7.2,74.3,103.7,12.4,38.3,39.4,3.1,6.9,1.4,19.3,0,2.4,13.3,4-8,0.5,8.8,5-22,0.227
3267,Fr,5-0,Jade Hamilton-Gill,Chicago St.,NEC,7,-0.2,-8.9,86.9,97.9,7.3,50,43.6,11.6,19.7,6.2,33.1,4.6,1.8,33.3,3-6,0.5,0,0-0,0
3268,Jr,6-1,Tove Caesar,Houston Christian,Slnd,59.8,-0.2,-6.7,79.6,104.2,17.3,44.7,46.8,2.9,7.4,20.4,31.3,0.5,1,17.3,34-76,0.447,6.5,22-74,0.297
3269,Sr,5-7,Jayla Owen,New Orleans,Slnd,37.2,-0.2,-7,77.5,112.4,16.9,36.7,39.7,1.9,7.6,14.6,22.2,0,1.3,18.8,17-35,0.486,11.2,20-93,0.215
3270,Sr,6-0,Blessing Okoh,Sam Houston St.,CUSA,6.5,-0.2,-10.3,62.3,90,16.9,34.4,39.4,6.8,8.5,2.6,39.7,2.9,2.3,25,1-8,0.125,6,3-8,0.375
3271,Sr,5-10,Jaelyn Talley,North Texas,Amer,16.8,-0.2,-1.5,74,84.6,14.4,40.5,41.2,9.2,13.3,3.5,31,1,3.1,48.6,15-34,0.441,0.8,0-3,0
3272,Sr,5-7,Janiya Jones,Mississippi Valley S,SWAC,64.8,-0.2,-5.1,80.9,113,17.1,36.2,38.8,2.4,9.6,12,18,0.5,2,13.4,22-73,0.301,13.1,52-203,0.256
3273,Sr,5-4,Regina Walton,James Madison,SB,18.4,-0.2,-0.3,90,89.7,5.5,44.1,44.1,0.4,3.6,11.4,35.4,0.4,1.7,0,3-7,0.429,2.2,3-10,0.3
3274,Jr,5-8,Sumer Lee,DePaul,BE,18.4,-0.2,-6.4,76.2,100.2,12.8,28.6,34.6,2.1,6,19.1,25.8,0,1.6,31,12-37,0.324,1.2,0-5,0
3275,Sr,5-6,Emily Siesel,Bowling Green,MAC,27.4,-0.2,-3.5,82.6,95.2,10.9,42.7,44.2,2.4,8.9,13.4,29,0.7,3,8.3,1-5,0.2,8,13-43,0.302
3276,Fr,6-2,Laila Grant,Jackson St.,SWAC,12.8,-0.2,-6.6,82.5,104,14.1,33.3,35.6,8.1,17,9.4,16.1,2.1,2.3,10.3,13-33,0.394,2.3,0-6,0
3277,Sr,6-0,Dakieran Turner,Maryland Eastern Sho,MEAC,65.2,-0.2,-3,82.7,92.5,14.1,32,39.9,11,17.6,7.9,24.1,1.4,1.6,42.5,52-160,0.325,0.4,1-7,0.143
3278,Sr,6-1,Hedda Koehne,Fresno St.,MWC,41.3,-0.2,-4.2,78.1,89.2,15.4,38.9,42.6,8,16.4,5,28.9,2.1,1.5,20.4,44-112,0.393,0.1,0-1,0
3279,Fr,5-9,Morgan Maldonado,Boise St.,MWC,27.4,-0.2,-2.5,76.8,92.3,14.6,34.2,38.1,2.8,10.7,13.5,25.7,0.3,2.8,26,16-55,0.291,2.8,6-18,0.333
3280,So,6-3,Jada Bates,Arkansas,SEC,27.4,-0.2,-1.9,70.1,92.6,16,33.1,37.5,2.2,8.9,5.3,24.5,2.4,0.9,34.8,19-51,0.373,5.7,7-38,0.184
3281,So,5-11,Claudia Marina Gonzalez,FIU,CUSA,21.5,-0.2,-3.3,83.4,96.1,11,37.3,41.3,3.2,8.4,3.4,23,0.8,1.7,18.2,4-14,0.286,8,11-41,0.268
3282,Jr,5-7,Chloe Sisco,Chicago St.,NEC,51.2,-0.2,-6.7,87.7,114.5,12.9,42.8,42.7,1.6,7.1,6.1,12.9,0,1.3,2.3,1-6,0.167,13.9,49-168,0.292
3283,So,5-8,Quinn Borroni,Mercyhurst,NEC,11.9,-0.2,-7.8,87.5,114.7,10.5,31.5,32.8,8.8,11.1,6.6,11,0.7,3.8,3.7,4-12,0.333,5.8,3-15,0.2
3284,So,6-2,Lily Esparza,Denver,Sum,23.1,-0.2,-3.3,90.3,102.3,7.4,54.2,56.3,2.7,9,6.7,31.3,2.5,0.5,8.3,10-18,0.556,1.4,2-6,0.333
3285,Fr,5-6,Jamaria Freeman,UNC Asheville,BSth,68.9,-0.2,-6.4,71.1,98,28.8,36.2,40.3,4.1,11.3,31.9,35.2,1,3.4,33.3,65-191,0.34,6.6,24-88,0.273
3286,Jr,6-0,Charlotte Climenhage,Brown,Ivy,6.5,-0.2,-1.7,78.5,89.8,9.3,37.5,37.5,1.6,6.3,2.9,19.1,0,3.5,0,0-1,0,9.7,3-11,0.273
3287,Fr,6-0,Julia Hall,IU Indy,Horz,38.4,-0.2,-5.3,80.7,100.7,14.8,35.4,41.9,4.6,9.6,7.5,21.7,1.2,2,52.8,30-69,0.435,2.5,1-20,0.05
3288,Fr,6-2,Tara Dacic,Creighton,BE,6.3,-0.2,-3.7,63.6,85.5,14,40,37.8,4.1,11.6,4.8,31.4,6.4,2.9,13.3,6-15,0.4,0,0-0,0
3289,Jr,5-9,Grace Harris,Illinois Chicago,MVC,19.7,-0.2,-4.8,86.7,101.2,10.4,43.2,43.5,1.4,10.2,6.7,20.4,0,1.6,4.5,4-9,0.444,8.2,10-35,0.286
3290,Sr,6-2,Emani Burks,Nicholls St.,Slnd,58.3,-0.2,-2.2,84.7,90.1,15.1,45.9,47.9,7.2,19.9,10.8,29.1,4.6,2.9,31.3,54-115,0.47,1.5,5-19,0.263
3291,Jr,5-10,Sarah Deng,Florida,SEC,7,-0.2,-1.9,67.7,86.8,10.5,37.5,41.4,3.7,8.9,3.5,33.6,1.1,3,150,3-7,0.429,0.6,0-1,0
3292,Fr,5-10,Lia Hanson,Vermont,AE,6,-0.2,-11.5,59.6,95,23.1,28.3,28.3,4.9,10.8,2.5,17.9,2.7,0,0,4-18,0.222,9.8,3-12,0.25
3293,So,6-0,Rory Conboy,SIU Edwardsville,OVC,14.1,-0.2,-5.9,80.2,96.6,11.7,45.5,45.9,8.8,16.6,3.8,31.4,1.8,0.4,31.8,10-22,0.455,0,0-0,0
3294,Jr,6-0,Trinity Bane,New Orleans,Slnd,11.5,-0.2,-4.7,80,110.1,12.9,48.4,45.2,2.8,6.2,5.1,21.3,5,1.6,16.1,12-25,0.48,2.3,2-6,0.333
3295,Fr,6-2,Mia Toure,Central Connecticut,NEC,20.8,-0.2,-14,69.3,111.7,24.9,36.8,45.6,5.6,15.9,5.4,33.2,2.8,1.2,51.5,25-66,0.379,0.5,0-2,0
3296,Fr,5-7,Maleah Alexander,Liberty,CUSA,6.4,-0.3,-6.4,73.1,98.3,6.9,14.3,12.7,5,3,14.3,11.9,0,2.5,28.6,1-4,0.25,2.5,0-3,0
3297,Fr,5-11,Amya Moody,Cal St. Northridge,BW,27.1,-0.3,-8.6,69.4,104.4,22.4,33.6,35.2,2.1,5.4,22,25.3,0,1.2,13.6,19-60,0.317,8.8,12-50,0.24
3298,Jr,5-0,Kynnedi Davis,Southern Illinois,MVC,36.8,-0.3,-5.7,83.4,106.2,14.9,35.2,40.2,1.5,6.5,19.2,21.5,0,0.9,27.5,26-69,0.377,2.9,4-22,0.182
3299,Jr,5-8,Sofia Alonso,Cal Baptist,WAC,28.2,-0.3,-3.5,80.5,92.3,13.1,37.1,41.5,2.9,10.3,17.7,31.9,0.8,2.4,24.2,14-36,0.389,3.6,6-26,0.231
3300,Fr,5-7,Avary Brewer,Samford,SC,22.3,-0.3,-8.4,68.1,103.1,22.2,33.5,40.2,1.7,9.8,8.9,27.7,0.4,2.8,24.4,5-30,0.167,11,15-52,0.288
3301,Fr,5-11,Keyiona Mcdaniel,Lamar,Slnd,11.6,-0.3,-9.3,68.7,96.6,20.7,27.1,38.8,4.8,12,5.6,34.3,1.7,1.7,57.1,5-21,0.238,5.9,3-14,0.214
3302,Fr,6-1,Danielle Osho,Miami FL,ACC,31.8,-0.3,-0.7,74.1,83.8,14.5,31.6,33.8,5,16.7,6.4,19.5,1.2,2,23.5,19-53,0.358,6.1,8-45,0.178
3303,Fr,5-10,Kaylie Carr,Sam Houston St.,CUSA,7.7,-0.3,-14.5,55.8,89.8,21.6,40,46.4,1.2,11.5,7.2,49.6,0,2.5,30,8-18,0.444,1.3,0-2,0
3304,So,5-9,Skyler Volmer,North Dakota,Sum,39.1,-0.3,-8.5,71.2,105.3,21,44.6,53.8,0.8,11.5,16.6,40.8,0.6,1,64.3,30-61,0.492,2.9,5-23,0.217
3305,Sr,6-1,Jeanine Brandsma,Austin Peay,ASun,5.4,-0.3,-11.9,72.2,94.7,13.9,50,61,11.8,20.9,0,51.7,3.8,0.9,83.3,3-6,0.5,0,0-0,0
3306,Jr,5-9,Madison Huhn,UT Rio Grande Valley,Slnd,35.7,-0.3,-3.8,93.5,104.5,6.3,54.8,54.8,0.7,7.2,3.2,25.3,0,0.7,0,3-7,0.429,5.5,17-45,0.378
3307,So,5-11,Sienna Dauer,Davidson,A10,9.5,-0.3,-6.3,62.9,86.1,20.6,31.1,31.7,6.6,9.9,10.9,29.7,0.8,3.8,5.4,10-27,0.37,4.7,1-10,0.1
3308,Jr,5-10,Mariah Reed-Jones,Jackson St.,SWAC,5.3,-0.3,-13.3,68.4,101.8,20.8,23.1,39.4,6.6,7.5,20.9,39.6,0,0,61.5,3-11,0.273,1.8,0-2,0
3309,Sr,6-4,Cheyenne Banks,Wichita St.,Amer,19.1,-0.3,-6.3,76,104,12.5,41.2,45.1,8.3,9.9,4.5,33.5,1.3,0,32.4,14-34,0.412,0,0-0,0
3310,Jr,5-8,Adrienne Puletasi,Cal St. Bakersfield,BW,14.3,-0.3,-3.9,75.5,98.6,13.6,36.8,47.4,6.4,12.5,4.9,34.1,2.6,3,126.3,7-19,0.368,0,0-0,0
3311,Fr,5-6,Brianna McDermott,Holy Cross,Pat,9.7,-0.3,-6.5,67.9,89.3,19.5,34.8,46,1.9,12,14.8,40.5,0,1.8,52.2,2-9,0.222,6.5,4-14,0.286
3312,So,6-1,Sophia LeGoullon,William & Mary,CAA,13.5,-0.3,-8,79.8,99.9,13.3,38.6,40.8,5.4,11.2,3.7,21.9,0,0.7,11.4,6-10,0.6,9.1,5-25,0.2
3313,So,5-11,Maddie Fitzpatrick,Maine,AE,19,-0.3,-5.3,72.5,93.1,16.4,26.9,34.1,4.2,14.3,11.7,21.6,1.7,2,28.8,8-21,0.381,7.9,4-31,0.129
3314,Fr,6-2,Rosie Akot,Long Beach St.,BW,49.3,-0.3,-9.3,65.2,96.3,28.1,39.9,42.6,8,20.6,7.5,34.3,4,3.3,26.1,51-132,0.386,7.1,20-71,0.282
3315,Fr,5-8,Camdyn Nelson,Syracuse,ACC,12.9,-0.3,-2.8,71.9,88.1,15.3,30.6,34.2,4.1,12.9,15.6,33.9,0.6,1.9,22.2,8-25,0.32,3.6,2-11,0.182
3316,So,5-7,Ella Mahaffey,Colgate,Pat,9.6,-0.3,-8.1,68.5,102.7,16,34.8,34.9,0.9,7,6.1,19.8,0,2.1,0,1-3,0.333,15.8,7-30,0.233
3317,So,6-3,Ana Milanovic,Loyola Marymount,WCC,5.9,-0.3,-13.7,64.2,101.4,22.5,34.2,38.5,9.4,9.4,7.5,39.7,0,0.8,21.1,5-10,0.5,7.3,1-9,0.111
3318,Jr,6-0,Brianna Byars,Georgetown,BE,50.2,-0.3,0,73.5,85.6,15.6,37.5,37.5,6.2,14.6,8.6,27.4,3.6,2.3,26.5,42-115,0.365,2,6-21,0.286
3319,Jr,5-9,Ella Riggs,Purdue Fort Wayne,Horz,38.1,-0.3,-3.3,76.2,93.3,17,40.4,41.3,3.5,11.9,6.6,21.8,0.4,1.8,10.7,19-52,0.365,9.3,25-88,0.284
3320,Fr,5-6,Lyriq Mastin,Tennessee Tech,OVC,28.1,-0.3,-7.9,76.5,100.3,15.8,37.5,42.2,0.7,6.5,14.8,31.7,0,2.5,46.7,12-36,0.333,4.6,7-24,0.292
3321,Jr,6-4,Faith Carson,Grand Canyon,MWC,10.8,-0.3,-8.1,61,84,23.6,41.5,42.8,9.9,20.4,1.6,41.4,5.7,1.6,12.2,17-38,0.447,1.2,0-3,0
3322,Fr,5-8,Ryiah Wilson,Winthrop,BSth,58.3,-0.3,-0.8,79.2,96.7,17.9,39.1,41.5,4.5,9.6,8.7,23.2,0.5,6.3,26.1,36-97,0.371,7.4,25-91,0.275
3323,Fr,6-0,Erianna Gooden,Colorado,B12,33.2,-0.3,1,74.6,81,12.8,35.8,42.2,2.5,13.7,13.9,37.5,0.3,2.7,29.9,18-48,0.375,2.4,4-19,0.211
3324,Fr,6-1,Merceius Mili,Utah Tech,WAC,24.3,-0.3,-4.3,76.4,100.3,15.2,43.5,46.6,2.7,8,3.2,25.1,2.4,0.8,24.2,15-29,0.517,6.6,8-33,0.242
3325,Jr,5-9,Maria Kealy,Quinnipiac,MAAC,31.8,-0.3,-3.2,81.2,89.1,13.5,34.2,37.8,1.1,12.8,24.7,34.1,0.8,1.7,13.3,16-43,0.372,2.4,3-17,0.176
3326,So,5-8,Sophia Zufelt,UT Rio Grande Valley,Slnd,5.2,-0.3,-8.1,58.5,99.1,19.4,25,33,3.3,14.2,16.8,39.3,1.4,0.8,42.9,2-2,1,10.1,1-12,0.083
3327,Jr,5-9,Charli Kay,Southern Utah,WAC,5.2,-0.3,-8.9,72,107.5,8.2,50,47,3.6,1.7,0,34.4,0,0.9,14.3,2-2,1,4.7,1-5,0.2
3328,So,6-2,Pearson McVay,Little Rock,OVC,26.1,-0.3,-3.4,75.6,92,14.8,32.9,35.8,6.6,17,3.7,18.1,3.8,1.5,10.5,25-76,0.329,0,0-0,0
3329,So,5-10,Kamiyha Griffin,Alabama A&M,SWAC,26,-0.3,-4.3,72.2,87.6,19.5,41.7,43.7,6.4,8.8,7.7,33.1,0.7,4.1,35.9,31-69,0.449,1.7,1-9,0.111
3330,So,6-0,Amber Howard,Buffalo,MAC,28.7,-0.3,-6.3,75.5,98.8,16.2,30.2,36.6,11.6,16.3,4.8,24.7,1.1,1.3,40.7,20-67,0.299,2.2,3-14,0.214
3331,Sr,5-9,Derrica McCall,Jackson St.,SWAC,65.6,-0.3,-4.4,85.2,104.4,14,40,43.4,2.2,7.1,10.2,23.7,0.4,2.3,14.6,29-93,0.312,6.8,30-92,0.326
3332,Fr,6-1,Iman Addison,Delaware St.,MEAC,16.6,-0.3,-5.3,74.9,98.2,15.9,32.1,35.4,10.3,12.8,4,15.9,2.9,1,40.5,12-41,0.293,0.3,1-1,1
3333,Jr,5-10,Olivia Kieffer,South Dakota,Sum,7.4,-0.3,-5.4,67.6,87.8,14,29.5,33.7,2.3,21.1,3.7,21.4,0,1.8,18.2,2-8,0.25,8.4,3-14,0.214
3334,Fr,5-8,Grace Hintz,Montana St.,BSky,14.7,-0.3,-7.2,74.5,89.8,14.4,33.6,35.5,1,9.2,8.6,20.9,0,2.2,5.5,8-16,0.5,10.7,7-39,0.179
3335,So,5-10,Kimora Smith,South Carolina St.,MEAC,20.8,-0.3,-8.1,71,107.5,18,43.9,44,5.4,10.7,10.9,30,1.3,3,26.3,25-55,0.455,0.5,0-2,0
3336,Fr,5-8,Jordanna Schrecker,Sacred Heart,MAAC,21.9,-0.3,-8.1,74.2,105.8,17.4,40.2,45.3,1.8,8.2,10.8,33.8,0,1.1,19.7,11-26,0.423,8,9-35,0.257
3337,So,5-10,Momina Kassim,Northwestern St.,Slnd,6.7,-0.3,-4.5,75.7,93.1,8.6,50,50,8,16.3,2.5,42.4,5.1,0.7,0,4-6,0.667,1.5,0-2,0
3338,Sr,5-8,Delma Zita,UTEP,CUSA,56.3,-0.3,-4.5,77.2,103,16.9,38.8,46.4,2.7,8.6,22.2,38,0.3,3,30,39-98,0.398,1.9,5-22,0.227
3339,Fr,6-1,Leah West,Belmont,MVC,15.7,-0.3,-8.3,72.4,95.1,16.7,33.3,36.8,8.5,15.2,8,29.8,2.1,0.6,20,6-20,0.3,6.9,6-25,0.24
3340,Sr,6-5,Maggie Mendelson,Penn St.,B10,18.4,-0.3,-3.4,69.2,91.7,15.2,30,32.2,10.7,14.6,8.4,31.1,4.3,1.2,37.5,9-30,0.3,2.5,2-10,0.2
3341,Jr,5-11,Kaitlyn Elsholz,Grand Canyon,MWC,13,-0.3,-5.2,67.1,92.3,17.4,35.1,35.9,2.7,9.9,8.5,27.4,1.2,1.7,8.5,6-22,0.273,8.5,7-25,0.28
3342,Fr,5-8,Amy Pateman,San Francisco,WCC,6.2,-0.3,-5.8,62.1,93.9,17.3,31.3,32.4,1.3,8.8,8.7,26.1,0,1.3,20.8,3-8,0.375,10.4,3-16,0.188
3343,Jr,5-10,Esther Rodellar,Sam Houston St.,CUSA,24.3,-0.3,-2.9,73.4,89.4,15.9,30.5,36.9,4.8,10.5,11.4,26.5,0.4,3,32.8,12-47,0.255,3.4,5-17,0.294
3344,Jr,5-9,Audia Young,Xavier,BE,40.2,-0.3,-5.2,75.1,96.6,14.7,34,39,3.9,5,8.8,23.9,0.2,1.5,26,13-35,0.371,7.9,14-65,0.215
3345,Fr,5-0,Teaira Kelley,New Haven,NEC,42.6,-0.3,-8.7,75.7,103.8,22.1,37.2,41.2,5.1,11.8,16.5,28.3,0.3,3.1,38,48-125,0.384,0.5,0-4,0
3346,Sr,5-9,Jaiden Bryant,SIU Edwardsville,OVC,18.1,-0.3,-4.7,78,94.8,13,34.3,40.5,3.7,14,8.7,26.3,0.5,2.3,37.1,12-30,0.4,1.4,0-5,0
3347,Fr,5-9,Toni Smith,Delaware St.,MEAC,17.4,-0.3,-6.6,68.8,97.6,19.6,37.1,42.8,12.3,15.4,1.3,32.5,1.1,3.9,91.4,13-35,0.371,0,0-0,0
3348,Sr,5-8,Marissa Shelton,Texas A&M Corpus Chr,Slnd,73.6,-0.3,-8.3,75.6,107.9,20.9,42.9,49,2.8,8.9,13.5,35.7,0.3,1,40,28-81,0.346,8.7,40-124,0.323
3349,Jr,6-2,Elizabeth Abiara,Sacramento St.,BSky,32.8,-0.3,-3.6,80.9,90.6,12.6,44.6,46,12.6,20.5,1,30.6,3,0.7,55.4,25-56,0.446,0,0-0,0
3350,Jr,5-10,Alaisha Brown,Sam Houston St.,CUSA,14.8,-0.3,-7.8,68.3,91,15.4,34.6,37.6,4.8,11.2,6,29.9,0,2,20.5,9-29,0.31,3.3,3-10,0.3
